,object,split,label,image,mask,category
42,bottle,test,anomaly,bottle/test/contamination/000.png,bottle/ground_truth/contamination/000_mask.png,contamination
43,bottle,test,anomaly,bottle/test/contamination/001.png,bottle/ground_truth/contamination/001_mask.png,contamination
44,bottle,test,anomaly,bottle/test/contamination/002.png,bottle/ground_truth/contamination/002_mask.png,contamination
45,bottle,test,anomaly,bottle/test/contamination/003.png,bottle/ground_truth/contamination/003_mask.png,contamination
46,bottle,test,anomaly,bottle/test/contamination/004.png,bottle/ground_truth/contamination/004_mask.png,contamination
47,bottle,test,anomaly,bottle/test/contamination/005.png,bottle/ground_truth/contamination/005_mask.png,contamination
48,bottle,test,anomaly,bottle/test/contamination/006.png,bottle/ground_truth/contamination/006_mask.png,contamination
49,bottle,test,anomaly,bottle/test/contamination/007.png,bottle/ground_truth/contamination/007_mask.png,contamination
50,bottle,test,anomaly,bottle/test/contamination/008.png,bottle/ground_truth/contamination/008_mask.png,contamination
51,bottle,test,anomaly,bottle/test/contamination/009.png,bottle/ground_truth/contamination/009_mask.png,contamination
52,bottle,test,anomaly,bottle/test/contamination/010.png,bottle/ground_truth/contamination/010_mask.png,contamination
53,bottle,test,anomaly,bottle/test/contamination/011.png,bottle/ground_truth/contamination/011_mask.png,contamination
54,bottle,test,anomaly,bottle/test/contamination/012.png,bottle/ground_truth/contamination/012_mask.png,contamination
55,bottle,test,anomaly,bottle/test/contamination/013.png,bottle/ground_truth/contamination/013_mask.png,contamination
56,bottle,test,anomaly,bottle/test/contamination/014.png,bottle/ground_truth/contamination/014_mask.png,contamination
57,bottle,test,anomaly,bottle/test/contamination/015.png,bottle/ground_truth/contamination/015_mask.png,contamination
58,bottle,test,anomaly,bottle/test/contamination/016.png,bottle/ground_truth/contamination/016_mask.png,contamination
59,bottle,test,anomaly,bottle/test/contamination/017.png,bottle/ground_truth/contamination/017_mask.png,contamination
60,bottle,test,anomaly,bottle/test/contamination/018.png,bottle/ground_truth/contamination/018_mask.png,contamination
61,bottle,test,anomaly,bottle/test/contamination/019.png,bottle/ground_truth/contamination/019_mask.png,contamination
62,bottle,test,anomaly,bottle/test/contamination/020.png,bottle/ground_truth/contamination/020_mask.png,contamination
63,bottle,test,normal,bottle/test/good/000.png,,good
64,bottle,test,normal,bottle/test/good/001.png,,good
65,bottle,test,normal,bottle/test/good/002.png,,good
66,bottle,test,normal,bottle/test/good/003.png,,good
67,bottle,test,normal,bottle/test/good/004.png,,good
68,bottle,test,normal,bottle/test/good/005.png,,good
69,bottle,test,normal,bottle/test/good/006.png,,good
70,bottle,test,normal,bottle/test/good/007.png,,good
71,bottle,test,normal,bottle/test/good/008.png,,good
72,bottle,test,normal,bottle/test/good/009.png,,good
73,bottle,test,normal,bottle/test/good/010.png,,good
74,bottle,test,normal,bottle/test/good/011.png,,good
75,bottle,test,normal,bottle/test/good/012.png,,good
76,bottle,test,normal,bottle/test/good/013.png,,good
77,bottle,test,normal,bottle/test/good/014.png,,good
78,bottle,test,normal,bottle/test/good/015.png,,good
79,bottle,test,normal,bottle/test/good/016.png,,good
80,bottle,test,normal,bottle/test/good/017.png,,good
81,bottle,test,normal,bottle/test/good/018.png,,good
82,bottle,test,normal,bottle/test/good/019.png,,good
83,bottle,train,normal,bottle/train/good/000.png,,good
84,bottle,train,normal,bottle/train/good/001.png,,good
85,bottle,train,normal,bottle/train/good/002.png,,good
86,bottle,train,normal,bottle/train/good/003.png,,good
87,bottle,train,normal,bottle/train/good/004.png,,good
88,bottle,val,normal,bottle/train/good/005.png,,good
89,bottle,val,normal,bottle/train/good/006.png,,good
90,bottle,train,normal,bottle/train/good/007.png,,good
91,bottle,train,normal,bottle/train/good/008.png,,good
92,bottle,train,normal,bottle/train/good/009.png,,good
93,bottle,train,normal,bottle/train/good/010.png,,good
94,bottle,train,normal,bottle/train/good/011.png,,good
95,bottle,train,normal,bottle/train/good/012.png,,good
96,bottle,train,normal,bottle/train/good/013.png,,good
97,bottle,train,normal,bottle/train/good/014.png,,good
98,bottle,train,normal,bottle/train/good/015.png,,good
99,bottle,train,normal,bottle/train/good/016.png,,good
100,bottle,train,normal,bottle/train/good/017.png,,good
101,bottle,train,normal,bottle/train/good/018.png,,good
102,bottle,train,normal,bottle/train/good/019.png,,good
103,bottle,val,normal,bottle/train/good/020.png,,good
104,bottle,train,normal,bottle/train/good/021.png,,good
105,bottle,train,normal,bottle/train/good/022.png,,good
106,bottle,train,normal,bottle/train/good/023.png,,good
107,bottle,train,normal,bottle/train/good/024.png,,good
108,bottle,train,normal,bottle/train/good/025.png,,good
109,bottle,train,normal,bottle/train/good/026.png,,good
110,bottle,train,normal,bottle/train/good/027.png,,good
111,bottle,train,normal,bottle/train/good/028.png,,good
112,bottle,train,normal,bottle/train/good/029.png,,good
113,bottle,train,normal,bottle/train/good/030.png,,good
114,bottle,train,normal,bottle/train/good/031.png,,good
115,bottle,val,normal,bottle/train/good/032.png,,good
116,bottle,train,normal,bottle/train/good/033.png,,good
117,bottle,train,normal,bottle/train/good/034.png,,good
118,bottle,train,normal,bottle/train/good/035.png,,good
119,bottle,train,normal,bottle/train/good/036.png,,good
120,bottle,train,normal,bottle/train/good/037.png,,good
121,bottle,train,normal,bottle/train/good/038.png,,good
122,bottle,train,normal,bottle/train/good/039.png,,good
123,bottle,train,normal,bottle/train/good/040.png,,good
124,bottle,train,normal,bottle/train/good/041.png,,good
125,bottle,train,normal,bottle/train/good/042.png,,good
126,bottle,val,normal,bottle/train/good/043.png,,good
127,bottle,val,normal,bottle/train/good/044.png,,good
128,bottle,train,normal,bottle/train/good/045.png,,good
129,bottle,train,normal,bottle/train/good/046.png,,good
130,bottle,train,normal,bottle/train/good/047.png,,good
131,bottle,train,normal,bottle/train/good/048.png,,good
132,bottle,train,normal,bottle/train/good/049.png,,good
133,bottle,train,normal,bottle/train/good/050.png,,good
134,bottle,train,normal,bottle/train/good/051.png,,good
135,bottle,train,normal,bottle/train/good/052.png,,good
136,bottle,train,normal,bottle/train/good/053.png,,good
137,bottle,train,normal,bottle/train/good/054.png,,good
138,bottle,train,normal,bottle/train/good/055.png,,good
139,bottle,train,normal,bottle/train/good/056.png,,good
140,bottle,train,normal,bottle/train/good/057.png,,good
141,bottle,train,normal,bottle/train/good/058.png,,good
142,bottle,train,normal,bottle/train/good/059.png,,good
143,bottle,train,normal,bottle/train/good/060.png,,good
144,bottle,train,normal,bottle/train/good/061.png,,good
145,bottle,train,normal,bottle/train/good/062.png,,good
146,bottle,train,normal,bottle/train/good/063.png,,good
147,bottle,train,normal,bottle/train/good/064.png,,good
148,bottle,train,normal,bottle/train/good/065.png,,good
149,bottle,val,normal,bottle/train/good/066.png,,good
150,bottle,val,normal,bottle/train/good/067.png,,good
151,bottle,train,normal,bottle/train/good/068.png,,good
152,bottle,train,normal,bottle/train/good/069.png,,good
153,bottle,train,normal,bottle/train/good/070.png,,good
154,bottle,train,normal,bottle/train/good/071.png,,good
155,bottle,train,normal,bottle/train/good/072.png,,good
156,bottle,train,normal,bottle/train/good/073.png,,good
157,bottle,train,normal,bottle/train/good/074.png,,good
158,bottle,train,normal,bottle/train/good/075.png,,good
159,bottle,train,normal,bottle/train/good/076.png,,good
160,bottle,train,normal,bottle/train/good/077.png,,good
161,bottle,train,normal,bottle/train/good/078.png,,good
162,bottle,train,normal,bottle/train/good/079.png,,good
163,bottle,train,normal,bottle/train/good/080.png,,good
164,bottle,train,normal,bottle/train/good/081.png,,good
165,bottle,val,normal,bottle/train/good/082.png,,good
166,bottle,train,normal,bottle/train/good/083.png,,good
167,bottle,train,normal,bottle/train/good/084.png,,good
168,bottle,train,normal,bottle/train/good/085.png,,good
169,bottle,train,normal,bottle/train/good/086.png,,good
170,bottle,train,normal,bottle/train/good/087.png,,good
171,bottle,train,normal,bottle/train/good/088.png,,good
172,bottle,train,normal,bottle/train/good/089.png,,good
173,bottle,train,normal,bottle/train/good/090.png,,good
174,bottle,train,normal,bottle/train/good/091.png,,good
175,bottle,train,normal,bottle/train/good/092.png,,good
176,bottle,train,normal,bottle/train/good/093.png,,good
177,bottle,val,normal,bottle/train/good/094.png,,good
178,bottle,train,normal,bottle/train/good/095.png,,good
179,bottle,train,normal,bottle/train/good/096.png,,good
180,bottle,train,normal,bottle/train/good/097.png,,good
181,bottle,train,normal,bottle/train/good/098.png,,good
182,bottle,train,normal,bottle/train/good/099.png,,good
183,bottle,train,normal,bottle/train/good/100.png,,good
184,bottle,train,normal,bottle/train/good/101.png,,good
185,bottle,train,normal,bottle/train/good/102.png,,good
186,bottle,train,normal,bottle/train/good/103.png,,good
187,bottle,val,normal,bottle/train/good/104.png,,good
188,bottle,val,normal,bottle/train/good/105.png,,good
189,bottle,train,normal,bottle/train/good/106.png,,good
190,bottle,train,normal,bottle/train/good/107.png,,good
191,bottle,val,normal,bottle/train/good/108.png,,good
192,bottle,train,normal,bottle/train/good/109.png,,good
193,bottle,train,normal,bottle/train/good/110.png,,good
194,bottle,train,normal,bottle/train/good/111.png,,good
195,bottle,train,normal,bottle/train/good/112.png,,good
196,bottle,train,normal,bottle/train/good/113.png,,good
197,bottle,train,normal,bottle/train/good/114.png,,good
198,bottle,train,normal,bottle/train/good/115.png,,good
199,bottle,train,normal,bottle/train/good/116.png,,good
200,bottle,train,normal,bottle/train/good/117.png,,good
201,bottle,train,normal,bottle/train/good/118.png,,good
202,bottle,train,normal,bottle/train/good/119.png,,good
203,bottle,train,normal,bottle/train/good/120.png,,good
204,bottle,train,normal,bottle/train/good/121.png,,good
205,bottle,train,normal,bottle/train/good/122.png,,good
206,bottle,train,normal,bottle/train/good/123.png,,good
207,bottle,train,normal,bottle/train/good/124.png,,good
208,bottle,train,normal,bottle/train/good/125.png,,good
209,bottle,train,normal,bottle/train/good/126.png,,good
210,bottle,val,normal,bottle/train/good/127.png,,good
211,bottle,train,normal,bottle/train/good/128.png,,good
212,bottle,train,normal,bottle/train/good/129.png,,good
213,bottle,train,normal,bottle/train/good/130.png,,good
214,bottle,train,normal,bottle/train/good/131.png,,good
215,bottle,train,normal,bottle/train/good/132.png,,good
216,bottle,train,normal,bottle/train/good/133.png,,good
217,bottle,train,normal,bottle/train/good/134.png,,good
218,bottle,train,normal,bottle/train/good/135.png,,good
219,bottle,train,normal,bottle/train/good/136.png,,good
220,bottle,train,normal,bottle/train/good/137.png,,good
221,bottle,val,normal,bottle/train/good/138.png,,good
222,bottle,train,normal,bottle/train/good/139.png,,good
223,bottle,train,normal,bottle/train/good/140.png,,good
224,bottle,train,normal,bottle/train/good/141.png,,good
225,bottle,train,normal,bottle/train/good/142.png,,good
226,bottle,train,normal,bottle/train/good/143.png,,good
227,bottle,train,normal,bottle/train/good/144.png,,good
228,bottle,val,normal,bottle/train/good/145.png,,good
229,bottle,train,normal,bottle/train/good/146.png,,good
230,bottle,train,normal,bottle/train/good/147.png,,good
231,bottle,train,normal,bottle/train/good/148.png,,good
232,bottle,train,normal,bottle/train/good/149.png,,good
233,bottle,train,normal,bottle/train/good/150.png,,good
234,bottle,train,normal,bottle/train/good/151.png,,good
235,bottle,train,normal,bottle/train/good/152.png,,good
236,bottle,train,normal,bottle/train/good/153.png,,good
237,bottle,train,normal,bottle/train/good/154.png,,good
238,bottle,train,normal,bottle/train/good/155.png,,good
239,bottle,train,normal,bottle/train/good/156.png,,good
240,bottle,train,normal,bottle/train/good/157.png,,good
241,bottle,train,normal,bottle/train/good/158.png,,good
242,bottle,train,normal,bottle/train/good/159.png,,good
243,bottle,train,normal,bottle/train/good/160.png,,good
244,bottle,train,normal,bottle/train/good/161.png,,good
245,bottle,train,normal,bottle/train/good/162.png,,good
246,bottle,train,normal,bottle/train/good/163.png,,good
247,bottle,train,normal,bottle/train/good/164.png,,good
248,bottle,train,normal,bottle/train/good/165.png,,good
249,bottle,train,normal,bottle/train/good/166.png,,good
250,bottle,val,normal,bottle/train/good/167.png,,good
251,bottle,train,normal,bottle/train/good/168.png,,good
252,bottle,train,normal,bottle/train/good/169.png,,good
253,bottle,train,normal,bottle/train/good/170.png,,good
254,bottle,train,normal,bottle/train/good/171.png,,good
255,bottle,train,normal,bottle/train/good/172.png,,good
256,bottle,train,normal,bottle/train/good/173.png,,good
257,bottle,val,normal,bottle/train/good/174.png,,good
258,bottle,train,normal,bottle/train/good/175.png,,good
259,bottle,train,normal,bottle/train/good/176.png,,good
260,bottle,train,normal,bottle/train/good/177.png,,good
261,bottle,train,normal,bottle/train/good/178.png,,good
262,bottle,train,normal,bottle/train/good/179.png,,good
263,bottle,train,normal,bottle/train/good/180.png,,good
264,bottle,val,normal,bottle/train/good/181.png,,good
265,bottle,train,normal,bottle/train/good/182.png,,good
266,bottle,train,normal,bottle/train/good/183.png,,good
267,bottle,train,normal,bottle/train/good/184.png,,good
268,bottle,train,normal,bottle/train/good/185.png,,good
269,bottle,train,normal,bottle/train/good/186.png,,good
270,bottle,train,normal,bottle/train/good/187.png,,good
271,bottle,train,normal,bottle/train/good/188.png,,good
272,bottle,val,normal,bottle/train/good/189.png,,good
273,bottle,train,normal,bottle/train/good/190.png,,good
274,bottle,train,normal,bottle/train/good/191.png,,good
275,bottle,train,normal,bottle/train/good/192.png,,good
276,bottle,train,normal,bottle/train/good/193.png,,good
277,bottle,train,normal,bottle/train/good/194.png,,good
278,bottle,train,normal,bottle/train/good/195.png,,good
279,bottle,train,normal,bottle/train/good/196.png,,good
280,bottle,val,normal,bottle/train/good/197.png,,good
281,bottle,train,normal,bottle/train/good/198.png,,good
282,bottle,train,normal,bottle/train/good/199.png,,good
283,bottle,train,normal,bottle/train/good/200.png,,good
284,bottle,train,normal,bottle/train/good/201.png,,good
285,bottle,train,normal,bottle/train/good/202.png,,good
286,bottle,train,normal,bottle/train/good/203.png,,good
287,bottle,train,normal,bottle/train/good/204.png,,good
288,bottle,train,normal,bottle/train/good/205.png,,good
289,bottle,train,normal,bottle/train/good/206.png,,good
290,bottle,train,normal,bottle/train/good/207.png,,good
291,bottle,train,normal,bottle/train/good/208.png,,good
292,cable,test,anomaly,cable/test/bent_wire/000.png,cable/ground_truth/bent_wire/000_mask.png,bent_wire
293,cable,test,anomaly,cable/test/bent_wire/001.png,cable/ground_truth/bent_wire/001_mask.png,bent_wire
294,cable,test,anomaly,cable/test/bent_wire/002.png,cable/ground_truth/bent_wire/002_mask.png,bent_wire
295,cable,test,anomaly,cable/test/bent_wire/003.png,cable/ground_truth/bent_wire/003_mask.png,bent_wire
296,cable,test,anomaly,cable/test/bent_wire/004.png,cable/ground_truth/bent_wire/004_mask.png,bent_wire
297,cable,test,anomaly,cable/test/bent_wire/005.png,cable/ground_truth/bent_wire/005_mask.png,bent_wire
298,cable,test,anomaly,cable/test/bent_wire/006.png,cable/ground_truth/bent_wire/006_mask.png,bent_wire
299,cable,test,anomaly,cable/test/bent_wire/007.png,cable/ground_truth/bent_wire/007_mask.png,bent_wire
300,cable,test,anomaly,cable/test/bent_wire/008.png,cable/ground_truth/bent_wire/008_mask.png,bent_wire
301,cable,test,anomaly,cable/test/bent_wire/009.png,cable/ground_truth/bent_wire/009_mask.png,bent_wire
302,cable,test,anomaly,cable/test/bent_wire/010.png,cable/ground_truth/bent_wire/010_mask.png,bent_wire
303,cable,test,anomaly,cable/test/bent_wire/011.png,cable/ground_truth/bent_wire/011_mask.png,bent_wire
304,cable,test,anomaly,cable/test/bent_wire/012.png,cable/ground_truth/bent_wire/012_mask.png,bent_wire
305,cable,test,anomaly,cable/test/cable_swap/000.png,cable/ground_truth/cable_swap/000_mask.png,cable_swap
306,cable,test,anomaly,cable/test/cable_swap/001.png,cable/ground_truth/cable_swap/001_mask.png,cable_swap
307,cable,test,anomaly,cable/test/cable_swap/002.png,cable/ground_truth/cable_swap/002_mask.png,cable_swap
308,cable,test,anomaly,cable/test/cable_swap/003.png,cable/ground_truth/cable_swap/003_mask.png,cable_swap
309,cable,test,anomaly,cable/test/cable_swap/004.png,cable/ground_truth/cable_swap/004_mask.png,cable_swap
310,cable,test,anomaly,cable/test/cable_swap/005.png,cable/ground_truth/cable_swap/005_mask.png,cable_swap
311,cable,test,anomaly,cable/test/cable_swap/006.png,cable/ground_truth/cable_swap/006_mask.png,cable_swap
312,cable,test,anomaly,cable/test/cable_swap/007.png,cable/ground_truth/cable_swap/007_mask.png,cable_swap
313,cable,test,anomaly,cable/test/cable_swap/008.png,cable/ground_truth/cable_swap/008_mask.png,cable_swap
314,cable,test,anomaly,cable/test/cable_swap/009.png,cable/ground_truth/cable_swap/009_mask.png,cable_swap
315,cable,test,anomaly,cable/test/cable_swap/010.png,cable/ground_truth/cable_swap/010_mask.png,cable_swap
316,cable,test,anomaly,cable/test/cable_swap/011.png,cable/ground_truth/cable_swap/011_mask.png,cable_swap
317,cable,test,anomaly,cable/test/combined/000.png,cable/ground_truth/combined/000_mask.png,combined
318,cable,test,anomaly,cable/test/combined/001.png,cable/ground_truth/combined/001_mask.png,combined
319,cable,test,anomaly,cable/test/combined/002.png,cable/ground_truth/combined/002_mask.png,combined
320,cable,test,anomaly,cable/test/combined/003.png,cable/ground_truth/combined/003_mask.png,combined
321,cable,test,anomaly,cable/test/combined/004.png,cable/ground_truth/combined/004_mask.png,combined
322,cable,test,anomaly,cable/test/combined/005.png,cable/ground_truth/combined/005_mask.png,combined
323,cable,test,anomaly,cable/test/combined/006.png,cable/ground_truth/combined/006_mask.png,combined
324,cable,test,anomaly,cable/test/combined/007.png,cable/ground_truth/combined/007_mask.png,combined
325,cable,test,anomaly,cable/test/combined/008.png,cable/ground_truth/combined/008_mask.png,combined
326,cable,test,anomaly,cable/test/combined/009.png,cable/ground_truth/combined/009_mask.png,combined
327,cable,test,anomaly,cable/test/combined/010.png,cable/ground_truth/combined/010_mask.png,combined
328,cable,test,anomaly,cable/test/cut_inner_insulation/000.png,cable/ground_truth/cut_inner_insulation/000_mask.png,cut_inner_insulation
329,cable,test,anomaly,cable/test/cut_inner_insulation/001.png,cable/ground_truth/cut_inner_insulation/001_mask.png,cut_inner_insulation
330,cable,test,anomaly,cable/test/cut_inner_insulation/002.png,cable/ground_truth/cut_inner_insulation/002_mask.png,cut_inner_insulation
331,cable,test,anomaly,cable/test/cut_inner_insulation/003.png,cable/ground_truth/cut_inner_insulation/003_mask.png,cut_inner_insulation
332,cable,test,anomaly,cable/test/cut_inner_insulation/004.png,cable/ground_truth/cut_inner_insulation/004_mask.png,cut_inner_insulation
333,cable,test,anomaly,cable/test/cut_inner_insulation/005.png,cable/ground_truth/cut_inner_insulation/005_mask.png,cut_inner_insulation
334,cable,test,anomaly,cable/test/cut_inner_insulation/006.png,cable/ground_truth/cut_inner_insulation/006_mask.png,cut_inner_insulation
335,cable,test,anomaly,cable/test/cut_inner_insulation/007.png,cable/ground_truth/cut_inner_insulation/007_mask.png,cut_inner_insulation
336,cable,test,anomaly,cable/test/cut_inner_insulation/008.png,cable/ground_truth/cut_inner_insulation/008_mask.png,cut_inner_insulation
337,cable,test,anomaly,cable/test/cut_inner_insulation/009.png,cable/ground_truth/cut_inner_insulation/009_mask.png,cut_inner_insulation
338,cable,test,anomaly,cable/test/cut_inner_insulation/010.png,cable/ground_truth/cut_inner_insulation/010_mask.png,cut_inner_insulation
339,cable,test,anomaly,cable/test/cut_inner_insulation/011.png,cable/ground_truth/cut_inner_insulation/011_mask.png,cut_inner_insulation
340,cable,test,anomaly,cable/test/cut_inner_insulation/012.png,cable/ground_truth/cut_inner_insulation/012_mask.png,cut_inner_insulation
341,cable,test,anomaly,cable/test/cut_inner_insulation/013.png,cable/ground_truth/cut_inner_insulation/013_mask.png,cut_inner_insulation
342,cable,test,anomaly,cable/test/cut_outer_insulation/000.png,cable/ground_truth/cut_outer_insulation/000_mask.png,cut_outer_insulation
343,cable,test,anomaly,cable/test/cut_outer_insulation/001.png,cable/ground_truth/cut_outer_insulation/001_mask.png,cut_outer_insulation
344,cable,test,anomaly,cable/test/cut_outer_insulation/002.png,cable/ground_truth/cut_outer_insulation/002_mask.png,cut_outer_insulation
345,cable,test,anomaly,cable/test/cut_outer_insulation/003.png,cable/ground_truth/cut_outer_insulation/003_mask.png,cut_outer_insulation
346,cable,test,anomaly,cable/test/cut_outer_insulation/004.png,cable/ground_truth/cut_outer_insulation/004_mask.png,cut_outer_insulation
347,cable,test,anomaly,cable/test/cut_outer_insulation/005.png,cable/ground_truth/cut_outer_insulation/005_mask.png,cut_outer_insulation
348,cable,test,anomaly,cable/test/cut_outer_insulation/006.png,cable/ground_truth/cut_outer_insulation/006_mask.png,cut_outer_insulation
349,cable,test,anomaly,cable/test/cut_outer_insulation/007.png,cable/ground_truth/cut_outer_insulation/007_mask.png,cut_outer_insulation
350,cable,test,anomaly,cable/test/cut_outer_insulation/008.png,cable/ground_truth/cut_outer_insulation/008_mask.png,cut_outer_insulation
351,cable,test,anomaly,cable/test/cut_outer_insulation/009.png,cable/ground_truth/cut_outer_insulation/009_mask.png,cut_outer_insulation
352,cable,test,normal,cable/test/good/000.png,,good
353,cable,test,normal,cable/test/good/001.png,,good
354,cable,test,normal,cable/test/good/002.png,,good
355,cable,test,normal,cable/test/good/003.png,,good
356,cable,test,normal,cable/test/good/004.png,,good
357,cable,test,normal,cable/test/good/005.png,,good
358,cable,test,normal,cable/test/good/006.png,,good
359,cable,test,normal,cable/test/good/007.png,,good
360,cable,test,normal,cable/test/good/008.png,,good
361,cable,test,normal,cable/test/good/009.png,,good
362,cable,test,normal,cable/test/good/010.png,,good
363,cable,test,normal,cable/test/good/011.png,,good
364,cable,test,normal,cable/test/good/012.png,,good
365,cable,test,normal,cable/test/good/013.png,,good
366,cable,test,normal,cable/test/good/014.png,,good
367,cable,test,normal,cable/test/good/015.png,,good
368,cable,test,normal,cable/test/good/016.png,,good
369,cable,test,normal,cable/test/good/017.png,,good
370,cable,test,normal,cable/test/good/018.png,,good
371,cable,test,normal,cable/test/good/019.png,,good
372,cable,test,normal,cable/test/good/020.png,,good
373,cable,test,normal,cable/test/good/021.png,,good
374,cable,test,normal,cable/test/good/022.png,,good
375,cable,test,normal,cable/test/good/023.png,,good
376,cable,test,normal,cable/test/good/024.png,,good
377,cable,test,normal,cable/test/good/025.png,,good
378,cable,test,normal,cable/test/good/026.png,,good
379,cable,test,normal,cable/test/good/027.png,,good
380,cable,test,normal,cable/test/good/028.png,,good
381,cable,test,normal,cable/test/good/029.png,,good
382,cable,test,normal,cable/test/good/030.png,,good
383,cable,test,normal,cable/test/good/031.png,,good
384,cable,test,normal,cable/test/good/032.png,,good
385,cable,test,normal,cable/test/good/033.png,,good
386,cable,test,normal,cable/test/good/034.png,,good
387,cable,test,normal,cable/test/good/035.png,,good
388,cable,test,normal,cable/test/good/036.png,,good
389,cable,test,normal,cable/test/good/037.png,,good
390,cable,test,normal,cable/test/good/038.png,,good
391,cable,test,normal,cable/test/good/039.png,,good
392,cable,test,normal,cable/test/good/040.png,,good
393,cable,test,normal,cable/test/good/041.png,,good
394,cable,test,normal,cable/test/good/042.png,,good
395,cable,test,normal,cable/test/good/043.png,,good
396,cable,test,normal,cable/test/good/044.png,,good
397,cable,test,normal,cable/test/good/045.png,,good
